SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-00796160,02/13/2017,Front,,Open,,Vacant,true,false,6741,S,WABASH,AVE,60637,1177885.98010182,1860328.81721267,6,3,69,41.772060804668136,-87.6234756755264,"(41.772060804668, -87.623475675526)"
Vacant/Abandoned Building,17-02045422,04/08/2017,Front,,Open,BACK YARD DANGEROUS,Vacant,false,false,1736,W,STEUBEN,ST,60643,1166956.11009467,1829245.91999384,34,22,75,41.68700523239117,-87.66442664817289,"(41.687005232391, -87.664426648173)"
Vacant/Abandoned Building,17-01552512,03/21/2017,Front,,Open,ALL OVER,Vacant,false,true,1344,W,107TH,PL,60643,1169219.17008959,1833662.56629426,34,22,75,41.69907671245423,-87.65601475738276,"(41.699076712454, -87.656014757383)"
Vacant/Abandoned Building,17-03244578,05/20/2017,Rear,,Open,WEST SIDE OF BUILDING WINDOWS ARE OPEN,Vacant,false,true,1428,W,112TH,PL,60643,1168721.23209849,1830105.50527772,34,22,75,41.689326285549996,-87.65794010562485,"(41.68932628555, -87.657940105625)"
Vacant/Abandoned Building,17-00865961,02/16/2017,Front,,Open,UNKNOWN,Vacant,false,false,4352,N,KEYSTONE,AVE,60641,1148511.160069,1928578.73671022,39,17,16,41.959961647419554,-87.72939562481783,"(41.95996164742, -87.729395624818)"
Vacant/Abandoned Building,17-02055480,04/09/2017,Rear,,Open,REAR BASEMENT DOOR,Vacant,true,false,5926,S,SANGAMON,ST,60621,1170988.89208595,1865533.08472378,16,7,68,41.78649536103879,-87.64860629948836,"(41.786495361039, -87.648606299488)"
Vacant/Abandoned Building,17-01063747,02/24/2017,Front,,Open,,Vacant,false,false,1217,W,WELLINGTON,AVE,60657,1167656.76771761,1920058.51797956,32,19,6,41.936189951049904,-87.65925393664983,"(41.93618995105, -87.65925393665)"
Vacant/Abandoned Building,17-02319181,04/19/2017,Rear,,Open,WHOLE REAR IS OPEN,Vacant,false,true,6423,S,HONORE,ST,60636,1165116.08670437,1862081.36381228,15,7,67,41.777149719183726,-87.67023666068395,"(41.777149719184, -87.670236660684)"
Vacant/Abandoned Building,17-04937221,07/26/2017,Front,,Boarded,,Vacant,false,false,5731,S,PAULINA,ST,60636,1165989.86158657,1866666.74971276,16,7,67,41.7897140634598,-87.66690312274213,"(41.78971406346, -87.666903122742)"
Vacant/Abandoned Building,17-03516701,05/29/2017,Rear,,Open,BACK DOOR BASEMENT DOOR IS OPEN,Vacant,false,true,1515,W,72ND,ST,60636,1167295.94326823,1856982.11628111,17,7,67,41.763110318508154,-87.66239116047262,"(41.763110318508, -87.662391160473)"
Vacant/Abandoned Building,17-00807551,02/13/2017,Rear,,Open,2 FL IS OPEN,Vacant,false,false,7252,S,EMERALD,AVE,60621,1172598.89000799,1856783.18842778,6,7,68,41.76244928773068,-87.64296077051132,"(41.762449287731, -87.642960770511)"
Vacant/Abandoned Building,17-01513937,03/20/2017,Rear,,Open,REAR,Vacant,false,true,7755,S,MARYLAND,AVE,60619,1183246.42818484,1853768.37121234,8,6,69,41.75393519928798,-87.60403000726215,"(41.753935199288, -87.604030007262)"
Vacant/Abandoned Building,17-00803392,02/13/2017,Front,,Open,THE SIDE WINDOW IS WIDE OPEN..,Vacant,false,true,7741,S,PAULINA,ST,60620,1166356.05787356,1853366.39756927,17,6,71,41.75320835419039,-87.66593882962206,"(41.75320835419, -87.665938829622)"
Vacant/Abandoned Building,17-00577558,01/31/2017,Front,,Open,REAR DOOR,Vacant,false,false,8626,S,THROOP,ST,60620,1169166.09659469,1847569.59076791,21,6,71,41.737240837090866,-87.65580836180865,"(41.737240837091, -87.655808361809)"
Vacant/Abandoned Building,17-03101409,05/15/2017,Front,,Open,REAR WINDOW,Vacant,false,true,7541,S,CLYDE,AVE,60649,1191517.73170445,1855376.98910066,8,4,43,41.75815297963083,-87.57366691479518,"(41.758152979631, -87.573666914795)"
Vacant/Abandoned Building,17-01101804,02/27/2017,Front,,Open,,Vacant,false,false,5661,N,GLENWOOD,AVE,60660,1165956.2299794,1937809.91000851,48,20,77,41.98493700710492,-87.6649947231629,"(41.984937007105, -87.664994723163)"
Vacant/Abandoned Building,17-01742882,03/28/2017,Rear,,Boarded,,Vacant,false,false,6801,N,WOLCOTT,AVE,60626,1162382.62021731,1945191.10589126,49,24,1,42.0052670034519,-87.67793029639371,"(42.005267003452, -87.677930296394)"
Vacant/Abandoned Building,17-00547726,01/30/2017,Front,,Open,PIPES BUSTED INSIDE --- WATER POURING OUT THE REAR KITCHEN WINDOW,Vacant,false,true,7601,S,HAMILTON,AVE,60620,1163365.94998937,1854219.07997249,18,6,71,41.75561136621013,-87.67687263593854,"(41.75561136621, -87.676872635939)"
Vacant/Abandoned Building,17-02018165,04/07/2017,Front,,Open,ALL OVER,Vacant,false,false,5335,S,JUSTINE,ST,60609,1166910.45788658,1869346.08027545,16,9,61,41.797046835008764,-87.66345101477458,"(41.797046835009, -87.663451014775)"
Vacant/Abandoned Building,17-03008789,05/12/2017,,,,,,,,934,W,50TH,PL,60609,1170935.87862762,1871346.78411358,20,9,61,41.80244995340276,-87.64863089643599,"(41.802449953403, -87.648630896436)"
Vacant/Abandoned Building,17-04911293,07/25/2017,Front,,Open,,Vacant,false,false,5635,S,WOLCOTT,AVE,60636,1164649.37751033,1867299.93899417,15,7,67,41.79148002268242,-87.67180042318756,"(41.791480022682, -87.671800423188)"
Vacant/Abandoned Building,17-02514522,04/25/2017,Front,,Open,FRONT DOOR BACK DOOR  OR WINDOWS,Vacant,false,false,16,W,113TH,PL,60628,1178163.275294,1829713.87869876,34,5,49,41.68804325916427,-87.6233848402945,"(41.688043259164, -87.623384840294)"
Vacant/Abandoned Building,17-01035310,02/23/2017,Front,,Open,"FRONT, REAR",Vacant,false,false,8043,S,KIMBARK,AVE,60619,1186274.45152141,1851921.4338814,8,4,45,41.74879604975556,-87.59299171081196,"(41.748796049756, -87.592991710812)"
Vacant/Abandoned Building,17-04856654,07/23/2017,Front,,Open,WINDOW,Vacant,false,true,9519,S,FOREST,AVE,60628,1179927.97792144,1841921.07842705,9,5,49,41.72150136982811,-87.61655249258827,"(41.721501369828, -87.616552492588)"
Vacant/Abandoned Building,17-04763395,07/19/2017,Front,,Open,,Vacant,false,true,5033,S,SEELEY,AVE,60609,1163541.23501436,1871283.09076981,15,9,61,41.80243361462004,-87.67575204770436,"(41.80243361462, -87.675752047704)"
Vacant/Abandoned Building,17-00722688,02/09/2017,Rear,,Open,,Vacant,false,false,4457,S,ARCHER,AVE,60632,1154954.3594784,1874817.11060769,14,8,58,41.81230740240843,-87.70714959302055,"(41.812307402408, -87.707149593021)"
Vacant/Abandoned Building,17-01066753,02/24/2017,Front,,Open,,Vacant,false,false,10645,S,AVENUE O,,60617,1200866.4784336,1834973.22997317,10,4,52,41.70193190716944,-87.54009461926766,"(41.701931907169, -87.540094619268)"
Vacant/Abandoned Building,17-04790825,07/20/2017,Front,,Open,ALL AROUND,Vacant,false,false,4321,S,MARSHFIELD,AVE,60609,1166062.83357701,1876054.03461818,15,9,61,41.815472316732766,-87.66636846475373,"(41.815472316733, -87.666368464754)"
Vacant/Abandoned Building,17-03411976,05/25/2017,Front,,Open,FRONT,Vacant,false,true,9235,S,DOBSON,AVE,60619,1184829.55809962,1843956.83478883,8,4,47,41.72697432530734,-87.5985354507673,"(41.726974325307, -87.598535450767)"
Vacant/Abandoned Building,17-03881845,06/12/2017,,,,,,,,125,E,111TH,ST,60628,1179055.30012826,1831389.89693425,9,5,49,41.692622274210684,-87.62006842835125,"(41.692622274211, -87.620068428351)"
Vacant/Abandoned Building,17-01933576,04/04/2017,Front,,Open,2ND FLOOR WINDOWS AND DOORS,Vacant,false,true,1640,W,80TH,ST,60620,1166733.44553135,1851659.87467406,21,6,71,41.74851737394699,-87.66460445110407,"(41.748517373947, -87.664604451104)"
Vacant/Abandoned Building,17-01936555,04/04/2017,,,,,,,,2313,W,72ND,ST,60636,1162176.69312143,1856867.89616982,18,8,66,41.76290492286891,-87.68115740137458,"(41.762904922869, -87.681157401375)"
Vacant/Abandoned Building,17-04270464,06/28/2017,Rear,,Open,REAR,Vacant,false,false,8448,S,GREEN,ST,60620,1172111.710005,1848826.15457548,21,6,71,41.74062487646427,-87.64497967710152,"(41.740624876464, -87.644979677102)"
Vacant/Abandoned Building,17-02755424,05/04/2017,Front,,Boarded,,Vacant,false,false,10406,S,WABASH,AVE,60628,1178413.07521215,1835984.35540643,9,5,49,41.70524468509906,-87.62228083913261,"(41.705244685099, -87.622280839133)"
Vacant/Abandoned Building,17-03793280,06/08/2017,,,,,,,,3641,W,DOUGLAS,BLVD,60623,1152239.04997348,1893045.86801725,24,10,29,41.862383292215654,-87.71662936273546,"(41.862383292216, -87.716629362735)"
Vacant/Abandoned Building,17-04450349,07/06/2017,Front,,Open,,Vacant,false,false,2009,W,70TH,PL,60636,1164182.59282177,1857907.25010723,17,7,67,41.76571508611146,-87.67377619512709,"(41.765715086111, -87.673776195127)"
Vacant/Abandoned Building,17-02081666,04/10/2017,Front,,Open,,Vacant,true,false,5949,S,UNION,AVE,60621,1172652.23489693,1865398.40308963,20,7,68,41.78608926766757,-87.64251161076147,"(41.786089267668, -87.642511610761)"
Vacant/Abandoned Building,17-02568371,04/27/2017,Front,,Boarded,FRONT AND REAR,Vacant,false,true,12235,S,GREEN,ST,60643,1172874.87952799,1823713.75440721,34,5,53,41.67169591426005,-87.64292117489218,"(41.67169591426, -87.642921174892)"
Vacant/Abandoned Building,17-02298668,04/18/2017,Rear,,Open,,Vacant,false,false,7238,S,UNION,AVE,60621,1173001.14967698,1856888.86120056,6,7,68,41.76273039801414,-87.6414833194574,"(41.762730398014, -87.641483319457)"
Vacant/Abandoned Building,17-00594710,02/01/2017,Rear,,Open,,Vacant,false,false,3856,W,GRENSHAW,ST,60624,1150865.47202317,1894762.72959281,24,11,29,41.867121525163355,-87.72162671415812,"(41.867121525163, -87.721626714158)"
Vacant/Abandoned Building,17-00905281,02/18/2017,Rear,,Open,FRONT DOOR,Vacant,false,true,4152,S,WENTWORTH,AVE,60609,1175622.18186621,1877350.16990735,3,9,37,41.818820074530585,-87.63126444087864,"(41.818820074531, -87.631264440879)"
Vacant/Abandoned Building,17-01413087,03/15/2017,Front,,Open,FIRST FLOOR WINDOWS AND DOORS,Vacant,false,false,3323,W,GRAND,AVE,60651,1153980.80991731,1906618.49298786,27,11,23,41.899593458276556,-87.70987361086317,"(41.899593458277, -87.709873610863)"
Vacant/Abandoned Building,17-00821734,02/14/2017,Rear,,Open,BACK DOOR,Vacant,false,true,6540,S,SANGAMON,ST,60621,1171100.58859239,1861462.51852288,6,7,68,41.775322810167516,-87.64831565914622,"(41.775322810168, -87.648315659146)"
Vacant/Abandoned Building,17-04508375,07/09/2017,Front,,Open,DOORS/WINDOWS,Vacant,false,true,6448,S,ST LAWRENCE,AVE,60637,1181342.91810134,1862386.15939701,20,3,42,41.77762735623733,-87.61074034855383,"(41.777627356237, -87.610740348554)"
Vacant/Abandoned Building,17-04877769,07/24/2017,Front,,Open,,Vacant,false,false,5200,S,MAYFIELD,AVE,60638,1137912.84868431,1869520.87163307,14,8,56,41.79809737328878,-87.76978616193041,"(41.798097373289, -87.76978616193)"
Vacant/Abandoned Building,17-01825071,03/31/2017,,,,,,,,9721,S,OGLESBY,AVE,60617,1193673.83161237,1840770.88478873,10,4,51,41.718020035784214,-87.5662423012928,"(41.718020035784, -87.566242301293)"
Vacant/Abandoned Building,17-04164709,06/23/2017,Front,,Open,,Vacant,true,true,8920,S,WINCHESTER,AVE,60620,1165921.57363438,1845433.19351596,21,22,71,41.731447719610394,-87.66775590979749,"(41.73144771961, -87.667755909797)"
Vacant/Abandoned Building,17-04180372,06/24/2017,Front,,Open,,Vacant,true,true,8318,S,PEORIA,ST,60620,1171750.36002367,1849684.81450595,21,6,71,41.74298907871172,-87.64627850835238,"(41.742989078712, -87.646278508352)"
Vacant/Abandoned Building,17-03557752,05/31/2017,Rear,,Boarded,REAR,Vacant,false,true,2247,W,71ST,ST,60636,1162532.98610429,1857540.32192525,18,8,66,41.76474273489448,-87.67983279604422,"(41.764742734894, -87.679832796044)"
Vacant/Abandoned Building,17-00309384,01/18/2017,Front,,Open,,Vacant,false,true,8018,S,LOOMIS,BLVD,60620,1168391.19309494,1851584.82691413,21,6,71,41.7482759164818,-87.65853202984314,"(41.748275916482, -87.658532029843)"
Vacant/Abandoned Building,17-03974781,06/16/2017,,,,,,,,732,W,82ND,ST,60620,1172729.27831557,1850507.19757916,21,6,71,41.74522430220899,-87.64266753782259,"(41.745224302209, -87.642667537823)"
Vacant/Abandoned Building,17-02721410,05/03/2017,,,,,,,,6358,S,MARSHFIELD,AVE,60636,1166419.34568708,1862540.18148752,15,7,67,41.778381097960114,-87.6654458616603,"(41.77838109796, -87.66544586166)"
Vacant/Abandoned Building,17-02024481,04/07/2017,Rear,,Open,,Vacant,false,false,6147,S,ROCKWELL,ST,60629,1160094.06047857,1863799.65113113,16,8,66,41.78196972871688,-87.6886001947492,"(41.781969728717, -87.688600194749)"
Vacant/Abandoned Building,17-00547251,01/30/2017,Front,,Open,,Vacant,false,false,8001,S,SAGINAW,AVE,60617,1195234.80089515,1852430.26677799,7,4,46,41.74997607055683,-87.56014155434146,"(41.749976070557, -87.560141554341)"
Vacant/Abandoned Building,17-00026275,01/02/2017,Rear,,Open,,Vacant,false,true,3520,W,BELDEN,AVE,60647,1152883.2057892,1915072.41621935,35,14,22,41.92281360331314,-87.7136808017195,"(41.922813603313, -87.713680801719)"
Vacant/Abandoned Building,17-03594495,06/01/2017,Front,,Open,FRONT,Vacant,false,false,9431,S,NORMAL,AVE,60620,1174623.90432308,1842355.30273407,21,22,73,41.72281248582257,-87.63596736093334,"(41.722812485823, -87.635967360933)"
Vacant/Abandoned Building,17-03756033,06/07/2017,Front,,Open,,Vacant,false,false,11300,S,LOTHAIR,AVE,60643,1164121.09028157,1829624.21620057,19,22,75,41.68810328295086,-87.674794708021,"(41.688103282951, -87.674794708021)"
Vacant/Abandoned Building,17-00474899,01/26/2017,Rear,,Open,,Vacant,false,true,7939,S,ELLIS,AVE,60619,1184269.80307806,1852568.37978129,8,6,44,41.750618433766945,-87.60031719494418,"(41.750618433767, -87.600317194944)"
Vacant/Abandoned Building,17-01101294,02/27/2017,Front,,Open,FRONT AND REAR DOORS..,Vacant,false,true,7319,S,ARTESIAN,AVE,60629,1161309.84917611,1856051.4908773,18,8,66,41.76068257848405,-87.68435712579942,"(41.760682578484, -87.684357125799)"
Vacant/Abandoned Building,17-01016065,02/22/2017,Front,,Open,,Vacant,false,true,1744,N,SAYRE,AVE,60707,1129318.65153311,1910821.87960417,29,25,25,41.91158420112726,-87.80036327564702,"(41.911584201127, -87.800363275647)"
Vacant/Abandoned Building,17-02320297,04/19/2017,Rear,,Open,,Vacant,false,true,7306,S,MORGAN,ST,60621,1170908.59601784,1856379.31351449,17,7,68,41.76137806325895,-87.64916770658593,"(41.761378063259, -87.649167706586)"
Vacant/Abandoned Building,17-00223978,01/13/2017,Rear,,Boarded,REAR DOOR IS OPEN,Vacant,false,true,9350,S,LUELLA,AVE,60617,1192796.56660298,1843741.45409541,7,4,48,41.72619297054421,-87.5693587751203,"(41.726192970544, -87.56935877512)"
Vacant/Abandoned Building,17-03910469,06/13/2017,,,,,,,,9233,S,BISHOP,ST,60620,1168287.18993073,1843512.41179487,21,22,73,41.726126285427,-87.65914485466631,"(41.726126285427, -87.659144854666)"
Vacant/Abandoned Building,17-00595726,02/01/2017,Front,,Boarded,,Vacant,false,true,6640,W,HIGGINS,AVE,60656,1130912.90889295,1935125.69482415,41,16,10,41.97824928327453,-87.79394450221066,"(41.978249283275, -87.793944502211)"
Vacant/Abandoned Building,17-04991268,07/28/2017,Front,,Open,DOORS/WINDOWS,Vacant,false,false,8732,S,HOUSTON,AVE,60617,1198038.65998114,1847656.74170348,10,4,46,41.73680756176489,-87.55002645325978,"(41.736807561765, -87.55002645326)"
Vacant/Abandoned Building,17-02320534,04/19/2017,Front,,Boarded,,Vacant,false,false,715,W,69TH,ST,60621,1172695.29011651,1859123.90670313,6,7,68,41.76887037793173,-87.64253855143122,"(41.768870377932, -87.642538551431)"
Vacant/Abandoned Building,17-03902625,06/13/2017,Rear,,Open,BACK DOOR,Vacant,false,true,5627,S,WINCHESTER,AVE,60636,1164317.79178834,1867315.28381535,15,7,67,41.791529125962555,-87.67301585336675,"(41.791529125963, -87.673015853367)"
Vacant/Abandoned Building,17-02726716,05/03/2017,Front,,Boarded,,Vacant,false,true,9839,S,MICHIGAN,AVE,60628,1178879.38567865,1839661.11501489,9,5,49,41.715323629293465,-87.62046180673241,"(41.715323629293, -87.620461806732)"
Vacant/Abandoned Building,17-00430113,01/24/2017,Front,,Open,FRONT,Vacant,false,true,1323,W,49TH,PL,60609,1168343.35803321,1871937.38981549,20,9,61,41.80412691957606,-87.65812175310826,"(41.804126919576, -87.658121753108)"
Vacant/Abandoned Building,17-03008583,05/12/2017,,,,,,,,9901,S,EWING,AVE,60617,1202135.16307621,1840038.98383271,10,4,52,41.715800586991506,-87.53527728176711,"(41.715800586992, -87.535277281767)"
Vacant/Abandoned Building,17-01767661,03/29/2017,,,,,,,,7331,S,MAY,ST,60621,1169921.46261758,1856184.70437908,17,7,68,41.76086551808553,-87.6527912738259,"(41.760865518086, -87.652791273826)"
Vacant/Abandoned Building,17-04174929,06/23/2017,Garage,,Open,GARAGE AND BACK DOOR,Vacant,false,true,8024,S,EMERALD,AVE,60620,1172696.09198638,1851663.0341772,21,6,71,41.74839679897417,-87.64275514766018,"(41.748396798974, -87.64275514766)"
Vacant/Abandoned Building,17-04935667,07/26/2017,Front,,Open,,Vacant,false,true,6506,S,MARSHFIELD,AVE,60636,1166443.28851012,1861565.68727744,15,7,67,41.77570645042943,-87.66538583468399,"(41.775706450429, -87.665385834684)"
Vacant/Abandoned Building,17-02487193,04/24/2017,Rear,,Boarded,,Vacant,false,true,833,N,CENTRAL PARK,AVE,60651,1152231.37628428,1905321.40752721,27,11,23,41.896068836058184,-87.71633357802325,"(41.896068836058, -87.716333578023)"
Vacant/Abandoned Building,17-01495453,03/19/2017,Front,,Open,MULTIPLE ENTRIES,Vacant,false,true,7232,S,PAULINA,ST,60636,1166263.61718585,1856742.67607462,17,7,67,41.7624752957697,-87.66618163844379,"(41.76247529577, -87.666181638444)"
Vacant/Abandoned Building,17-02356686,04/20/2017,,,,,,,,6515,S,MINERVA,AVE,60637,1184998.59551789,1862039.77499896,20,3,42,41.77659177198195,-87.59734962535028,"(41.776591771982, -87.59734962535)"
Vacant/Abandoned Building,17-04739550,07/18/2017,Front,,Boarded,,Vacant,false,false,9256,S,EMERALD,AVE,60620,1172934.95368094,1843474.72771656,21,22,73,41.725921723300836,-87.64212086176262,"(41.725921723301, -87.642120861763)"
Vacant/Abandoned Building,17-01133312,02/28/2017,Rear,,Open,,Vacant,false,true,1521,N,LAWLER,AVE,60651,1142428.30508753,1909643.50850681,37,25,25,41.90811698225996,-87.75223112894002,"(41.90811698226, -87.75223112894)"
Vacant/Abandoned Building,17-01051609,02/24/2017,Front,,Open,ALL ENTRIES,Vacant,false,false,8103,S,DAMEN,AVE,60620,1164436.07757107,1850919.00993433,17,6,71,41.74653302092874,-87.6730436768414,"(41.746533020929, -87.673043676841)"
Vacant/Abandoned Building,17-03441575,05/26/2017,Front,,Boarded,,Vacant,false,true,8757,S,LAFLIN,ST,60620,1167864.1814331,1846662.32530344,21,22,71,41.73477919534983,-87.6606041894401,"(41.73477919535, -87.66060418944)"
Vacant/Abandoned Building,17-00410155,01/23/2017,,,,,,,,1418,S,SAWYER,AVE,60623,1154926.01988927,1893000.91413115,24,10,29,41.8622065456948,-87.7067670065669,"(41.862206545695, -87.706767006567)"
Vacant/Abandoned Building,17-02208213,04/14/2017,Front,,Boarded,,Vacant,false,false,8629,S,MUSKEGON,AVE,60617,1196648.02382326,1848304.5707958,10,4,46,41.738619876090205,-87.55509973144648,"(41.73861987609, -87.555099731446)"
Vacant/Abandoned Building,17-02693524,05/02/2017,Front,,Open,"FRONT/REAR/BASEMENT DOOR, WINDOWS",Vacant,false,true,7325,S,KIMBARK,AVE,60619,1186145.84738136,1856693.21938056,8,3,43,41.761893324320994,-87.59331255245262,"(41.761893324321, -87.593312552453)"
Vacant/Abandoned Building,17-02145250,04/12/2017,Front,,Open,,Vacant,false,true,11940,S,WALLACE,ST,60628,1174457.35999545,1825707.3239957,34,5,53,41.67713165245969,-87.63707037089708,"(41.67713165246, -87.637070370897)"
Vacant/Abandoned Building,17-03284679,05/22/2017,Front,,Open,FRONT AND REAR,Vacant,true,true,1517,W,18TH,ST,60608,1166541.57658623,1891492.88522656,25,12,31,41.85782784504059,-87.66417116261697,"(41.857827845041, -87.664171162617)"
Vacant/Abandoned Building,17-03796125,06/08/2017,Front,,Open,,Vacant,false,true,9916,S,MORGAN,ST,60643,1171398.8700041,1839063.39998884,34,22,73,41.71385010638536,-87.64787628794888,"(41.713850106385, -87.647876287949)"
Vacant/Abandoned Building,17-04870262,07/24/2017,Front,,Open,,Vacant,false,false,12054,S,MICHIGAN,AVE,60628,1179017.46199036,1824802.37138976,9,5,53,41.67454599489785,-87.62040653960999,"(41.674545994898, -87.62040653961)"
Vacant/Abandoned Building,17-04546668,07/10/2017,Front,,Boarded,,Vacant,false,false,8041,S,BURNHAM,AVE,60617,1196234.02170728,1852189.71702105,7,4,46,41.74929128520757,-87.55648801197916,"(41.749291285208, -87.556488011979)"
Vacant/Abandoned Building,17-03764460,06/07/2017,,,,,,,,9235,S,BRANDON,AVE,60617,1198931.24302133,1844331.45802366,10,4,46,41.72766038581439,-87.54686770538983,"(41.727660385814, -87.54686770539)"
Vacant/Abandoned Building,17-02960552,05/11/2017,Front,,Open,,Vacant,false,false,6811,S,PARNELL,AVE,60621,1173744.93377441,1859744.14231173,6,7,68,41.770549178433726,-87.63867272164994,"(41.770549178434, -87.63867272165)"
Vacant/Abandoned Building,17-04050374,06/19/2017,Front,,Boarded,,Vacant,false,false,2121,W,71ST,PL,60636,1163482.4299667,1857228.28997934,17,7,67,41.763866628361605,-87.67636154197716,"(41.763866628362, -87.676361541977)"
Vacant/Abandoned Building,17-01064911,02/24/2017,Front,,Boarded,N/A,Vacant,false,false,7521,S,ST LAWRENCE,AVE,60619,1181537.3806878,1855271.67797974,6,6,69,41.75810001745787,-87.61024672022369,"(41.758100017458, -87.610246720224)"
Vacant/Abandoned Building,17-01267097,03/07/2017,Front,,Open,FRONT AND BACK,Vacant,false,true,9723,S,MERRILL,AVE,60617,1192376.9403696,1840911.11680579,7,4,51,41.71843645702715,-87.57098768341808,"(41.718436457027, -87.570987683418)"
Vacant/Abandoned Building,17-00496690,01/27/2017,Front,,Open,FRONT DOORS. UNLOCKED.. REAR DOORS ARE OPEN..,Vacant,false,true,7123,S,MICHIGAN,AVE,60619,1178396.12741408,1857816.8824261,6,3,69,41.76515621673675,-87.62168183302836,"(41.765156216737, -87.621681833028)"
Vacant/Abandoned Building,17-04444840,07/05/2017,Rear,,Boarded,,Vacant,false,true,215,W,111TH,PL,60628,1176823.61662654,1831004.92832207,34,5,49,41.69161628374186,-87.62825050667917,"(41.691616283742, -87.628250506679)"
Vacant/Abandoned Building,17-01550756,03/21/2017,,,,,,,,8756,S,MORGAN,ST,60620,1171176.90307025,1846758.69982046,21,22,71,41.734971964078106,-87.64846499508819,"(41.734971964078, -87.648464995088)"
Vacant/Abandoned Building,17-04835235,07/22/2017,Front,,Open,FIRST FLOOR AND BASEMENT,Vacant,false,false,8532,S,COLFAX,AVE,60617,1194979.33937332,1848903.77078992,7,4,46,41.74030537643852,-87.56119361408804,"(41.740305376439, -87.561193614088)"
Vacant/Abandoned Building,17-03546330,05/30/2017,Front,,Boarded,"FRONT WINDOWS AND FRONT DOOR ARE BEING ENTERED , REAR IS BOARDED,",Vacant,false,true,7611,S,RHODES,AVE,60619,1181222.72179493,1854666.15419199,6,6,69,41.7564456476287,-87.6114185243468,"(41.756445647629, -87.611418524347)"
Vacant/Abandoned Building,17-00068420,01/04/2017,Front,,Open,,Vacant,false,false,8022,S,EMERALD,AVE,60620,1172695.69198638,1851676.4341772,21,6,71,41.748433579115364,-87.6427562193056,"(41.748433579115, -87.642756219306)"
Vacant/Abandoned Building,17-01410384,03/15/2017,,,,,,,,1250,W,112TH,ST,60643,1170326.50070689,1830516.23529872,34,22,75,41.69041870755678,-87.65205134002234,"(41.690418707557, -87.652051340022)"
Vacant/Abandoned Building,17-04394183,07/03/2017,,,,,,,,8158,S,ANTHONY,AVE,60617,1189294.2404854,1851130.43057159,8,4,45,41.74655362921027,-87.5819515714076,"(41.74655362921, -87.581951571408)"
Vacant/Abandoned Building,17-00692799,02/07/2017,Front,,Open,FRONT AND SIDE,Vacant,false,true,5231,S,EMERALD,AVE,60609,1172191.08200902,1870177.76280452,20,9,61,41.79921450583577,-87.64406192269188,"(41.799214505836, -87.644061922692)"
Vacant/Abandoned Building,17-01375842,03/13/2017,Rear,,Open,,Vacant,false,true,2335,N,WESTERN,AVE,60647,1159971.14851992,1915633.44002857,32,14,22,41.924209592271325,-87.68762178598912,"(41.924209592271, -87.687621785989)"
Vacant/Abandoned Building,17-02464859,04/24/2017,Front,,Open,,Vacant,true,true,4315,W,CERMAK,RD,60623,1147868.14427119,1889021.29022873,22,10,29,41.85142438131494,-87.73277785017231,"(41.851424381315, -87.732777850172)"
Vacant/Abandoned Building,17-04471426,07/07/2017,,,,,,,,9900,S,WINCHESTER,AVE,60643,1165209.26383116,1839008.18727819,19,22,72,41.71383157754017,-87.67054659505705,"(41.71383157754, -87.670546595057)"
Vacant/Abandoned Building,17-03785972,06/08/2017,Front,,Open,REAR,Vacant,false,true,328,N,PULASKI,RD,60624,1149672.2560222,1901717.71992998,28,11,26,41.88623005242163,-87.72582648592005,"(41.886230052422, -87.72582648592)"
Vacant/Abandoned Building,17-03886825,06/12/2017,Front,,Boarded,,Vacant,false,false,10000,S,CARPENTER,ST,60643,1171081.69851371,1838499.84126656,34,22,73,41.71231053996847,-87.64905429262525,"(41.712310539968, -87.649054292625)"
Vacant/Abandoned Building,17-01100665,02/27/2017,Rear,,Open,,Vacant,false,true,9148,S,PHILLIPS,AVE,60617,1194092.678868,1844783.56601096,7,4,48,41.72902095690563,-87.56457700878373,"(41.729020956906, -87.564577008784)"
Vacant/Abandoned Building,17-00594225,02/01/2017,,,,,,,,7941,S,SAGINAW,AVE,60617,1195226.55990563,1852824.9647019,7,4,46,41.751059355494064,-87.56015875520353,"(41.751059355494, -87.560158755204)"
Vacant/Abandoned Building,17-04542061,07/10/2017,,,,,,,,5712,S,LOWE,AVE,60621,1172940.01801175,1867011.68581758,20,7,68,41.79050994197527,-87.64140885592123,"(41.790509941975, -87.641408855921)"
